good_model,bad_model,run_id,actual_score,expected_score
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r013,262.0,316.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r014,402.0,372.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r015,248.0,248.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r016,282.0,324.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r017,548.0,552.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r018,596.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r019,260.0,320.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r020,528.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r021,624.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r022,246.0,276.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r023,406.0,396.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r024,460.0,424.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r025,630.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r026,398.0,412.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r027,614.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r028,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r029,616.0,552.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r030,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r031,612.0,568.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r032,478.0,468.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r033,316.0,352.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r034,480.0,488.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r035,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r036,330.0,364.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r037,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r038,594.0,556.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r039,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r040,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r041,456.0,448.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r042,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r043,298.0,324.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r044,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r045,398.0,404.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r046,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r047,538.0,500.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r048,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r049,310.0,340.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r050,478.0,460.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r051,596.0,536.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r052,478.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r053,552.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r054,274.0,316.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r055,574.0,556.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r056,606.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r057,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r058,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r059,290.0,300.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r060,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r061,256.0,288.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r062,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r063,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r064,506.0,460.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r065,580.0,544.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r066,498.0,468.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r067,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r068,464.0,392.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r069,486.0,492.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r070,624.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r071,564.0,520.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r072,422.0,476.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r073,240.0,320.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r074,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r075,236.0,272.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r076,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r077,598.0,572.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r078,324.0,336.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r079,508.0,496.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r080,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r081,560.0,528.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r082,228.0,264.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r083,316.0,352.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r084,642.0,548.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r085,482.0,460.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r086,356.0,408.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r087,444.0,456.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r088,448.0,544.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r089,450.0,428.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r090,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r091,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r092,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r093,300.0,328.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r094,424.0,352.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r095,366.0,412.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r096,324.0,328.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r097,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r098,436.0,448.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r099,276.0,280.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r100,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r101,238.0,268.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r102,408.0,464.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r103,486.0,508.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r104,566.0,524.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r105,588.0,552.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r106,386.0,364.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r107,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r108,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r109,428.0,368.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r110,684.0,576.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r111,280.0,320.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r112,428.0,464.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r114,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r115,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r116,450.0,452.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r117,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r118,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r119,356.0,376.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r120,416.0,432.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r121,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r122,540.0,544.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r123,270.0,300.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r125,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r126,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r127,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r128,560.0,512.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r129,510.0,556.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r130,428.0,472.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r131,494.0,532.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r132,550.0,508.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r133,350.0,404.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r134,328.0,336.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r135,552.0,496.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r136,476.0,440.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r137,536.0,552.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r138,606.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r139,320.0,344.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r140,238.0,244.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r141,512.0,520.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r142,290.0,300.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r143,352.0,400.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r144,556.0,544.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r145,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r146,326.0,356.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r147,610.0,548.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r148,622.0,564.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r149,240.0,240.0
gpt-5.4,gpt-5.4,gpt-5.4_vs_gpt-5.4_r150,240.0,240.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r001,292.0,304.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r002,328.0,320.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r003,388.0,352.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r004,318.0,324.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r005,272.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r006,296.0,304.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r007,256.0,280.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r008,252.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r009,300.0,312.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r010,284.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r011,296.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r012,258.0,268.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r013,272.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r015,276.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r016,272.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r017,310.0,316.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r018,308.0,312.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r019,246.0,276.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r020,258.0,268.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r021,318.0,308.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r022,354.0,332.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r023,248.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r024,258.0,268.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r025,228.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r026,312.0,304.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r028,262.0,268.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r029,300.0,312.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r030,228.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r031,302.0,300.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r032,278.0,292.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r033,272.0,272.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r034,282.0,300.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r035,284.0,264.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r036,268.0,272.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r037,282.0,284.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r038,260.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r039,284.0,312.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r040,272.0,288.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r041,438.0,396.0
gpt-4.1,gpt-4.1,gpt-4.1_vs_gpt-4.1_r042,248.0,272.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r001,268.0,272.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r004,398.0,348.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r005,248.0,264.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r007,528.0,576.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r008,422.0,388.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r011,248.0,264.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r015,634.0,548.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r016,282.0,292.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r017,280.0,296.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r018,256.0,272.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r020,280.0,296.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r021,228.0,264.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r027,264.0,288.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r029,272.0,288.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r030,260.0,288.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r033,268.0,272.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r038,278.0,276.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r040,240.0,288.0
gpt-4.1,gpt-4o-mini,gpt-4.1_vs_gpt-4o-mini_r042,636.0,544.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r001,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r002,630.0,572.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r003,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r004,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r005,350.0,356.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r006,424.0,368.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r007,354.0,316.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r008,270.0,276.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r009,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r010,382.0,380.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r012,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r013,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r014,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r015,234.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r016,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r017,438.0,444.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r018,262.0,268.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r019,332.0,344.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r020,578.0,524.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r021,272.0,264.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r022,394.0,364.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r023,266.0,276.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r024,272.0,264.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r025,622.0,572.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r026,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r027,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r028,264.0,288.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r029,272.0,264.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r030,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r031,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r032,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r033,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r034,346.0,316.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r035,234.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r036,248.0,248.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r037,278.0,276.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r038,340.0,344.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r039,422.0,428.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r040,240.0,240.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r041,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r042,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r001,236.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r002,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r003,316.0,304.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r004,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r005,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r006,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r007,250.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r008,246.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r009,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r010,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r011,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r012,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r013,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r014,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r015,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r016,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r017,258.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r018,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r019,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r020,270.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r021,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r022,260.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r023,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r024,270.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r025,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r026,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r027,294.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r028,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r029,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r030,250.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r031,254.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r032,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r033,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r034,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r035,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r036,234.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r037,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r038,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r039,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r040,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r041,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r042,282.0,268.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r001,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r002,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r003,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r005,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r006,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r007,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r009,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r010,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r011,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r013,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r014,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r015,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r016,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r017,238.0,244.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r019,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r020,250.0,244.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r021,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r022,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r023,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r025,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r026,260.0,248.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r028,240.0,240.0
