model,repeat_index,actual_score,expected_score,elapsed_seconds,game_log_path
gpt-5.4,112,240,240,52.608,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r112.log
gpt-4.1,118,482,460.0,48.116,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r118.log
gpt-5.1,106,566,476.0,65.103,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r106.log
gpt-5.4,110,572,576.0,55.709,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r110.log
gpt-5.4,117,240,240,49.86,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r117.log
gpt-4.1,107,580,552.0,64.126,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r107.log
gpt-4o-mini,120,232,232,48.268,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r120.log
gpt-5.4,115,588,576.0,52.168,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r115.log
gpt-5.1,105,482,460.0,67.413,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r105.log
gpt-5.1,108,240,240,61.334,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r108.log
gpt-5.1,107,482,460.0,64.626,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r107.log
gpt-4.1,115,222,268.0,53.892,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r115.log
gpt-5.4,113,240,240,56.729,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r113.log
gpt-5.4,118,240,240,51.612,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r118.log
gpt-4.1,119,234,300.0,50.969,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r119.log
gpt-5.4,109,596,576.0,60.38,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r109.log
gpt-5.1,117,240,240,53.62,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r117.log
gpt-5.4,114,240,240,56.461,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r114.log
gpt-5.1,110,614,564.0,60.834,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r110.log
gpt-5.4,120,240,240,51.253,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r120.log
gpt-5.1,113,240,240,58.99,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r113.log
gpt-4.1,111,560,552.0,60.875,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r111.log
gpt-4o-mini,106,240,240,71.074,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r106.log
gpt-5.4,121,240,240,50.608,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r121.log
gpt-5.1,109,332,368.0,64.213,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r109.log
gpt-4o-mini,112,240,240,63.54,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r112.log
gpt-4o-mini,116,518,516.0,59.002,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r116.log
gpt-4o-mini,107,240,240,72.725,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r107.log
gpt-4.1,116,632,576.0,60.12,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r116.log
gpt-4o-mini,117,480,456.0,60.576,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r117.log
gpt-4.1,110,620,552.0,67.321,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r110.log
gpt-4.1,113,574,572.0,65.092,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r113.log
gpt-5.1,111,594,572.0,66.465,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r111.log
gpt-4o-mini,113,510,484.0,66.026,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r113.log
gpt-4o-mini,123,364,336.0,54.036,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r123.log
gpt-4o-mini,103,220,256.0,83.065,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r103.log
gpt-5.1,118,584,576.0,62.479,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r118.log
gpt-4o-mini,108,232,232,74.65,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r108.log
gpt-5.1,120,620,576.0,60.713,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r120.log
gpt-5.1,112,240,240,68.511,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r112.log
gpt-5.4,119,240,240,61.16,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r119.log
gpt-4.1,109,298,372.0,71.748,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r109.log
gpt-5.4,123,240,240,54.05,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r123.log
gpt-4o-mini,109,450,492.0,73.576,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r109.log
gpt-5.1,116,240,240,66.609,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r116.log
gpt-4.1,114,594,572.0,70.646,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r114.log
gpt-4o-mini,126,240,240,49.633,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r126.log
gpt-5.1,119,540,480.0,65.634,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r119.log
gpt-4o-mini,115,422,428.0,70.767,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r115.log
gpt-5.4,122,228,264.0,61.43,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r122.log
gpt-4.1,124,656,576.0,58.208,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r124.log
gpt-4o-mini,118,470,460.0,69.257,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r118.log
gpt-5.4,125,240,240,51.632,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r125.log
gpt-5.1,122,636,576.0,62.165,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r122.log
gpt-4.1,129,400,448.0,44.232,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r129.log
gpt-4.1,108,526,548.0,81.239,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r108.log
gpt-4.1,122,464,472.0,64.026,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r122.log
gpt-4o-mini,119,594,532.0,70.452,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r119.log
gpt-5.4,124,240,240,61.008,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r124.log
gpt-4.1,117,628,552.0,73.816,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r117.log
gpt-4.1,121,612,536.0,70.261,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r121.log
gpt-5.1,124,332,376.0,62.486,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r124.log
gpt-5.1,114,612,576.0,77.67,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r114.log
gpt-5.1,123,344,368.0,65.101,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r123.log
gpt-5.4,128,228,264.0,50.633,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r128.log
gpt-5.4,127,584,576.0,52.934,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r127.log
gpt-5.4,126,582,564.0,55.978,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r126.log
gpt-4.1,126,610,556.0,57.173,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r126.log
gpt-5.1,121,564,576.0,72.188,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r121.log
gpt-4o-mini,127,240,240,57.677,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r127.log
gpt-4.1,127,526,532.0,56.888,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r127.log
gpt-5.1,115,572,576.0,80.723,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r115.log
gpt-4.1,123,448,432.0,70.115,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r123.log
gpt-5.4,130,240,240,49.686,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r130.log
gpt-4o-mini,125,238,244.0,68.413,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r125.log
gpt-4.1,128,556,472.0,56.484,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r128.log
gpt-5.1,127,528,576.0,58.878,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r127.log
gpt-5.4,129,558,564.0,54.149,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r129.log
gpt-5.1,129,560,480.0,56.09,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r129.log
gpt-5.1,125,240,240,66.858,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r125.log
gpt-4.1,130,546,556.0,54.89,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r130.log
gpt-4.1,103,336,360.0,104.72,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r103.log
gpt-4o-mini,124,232,232,76.141,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r124.log
gpt-5.4,132,240,240,51.787,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r132.log
gpt-4o-mini,128,248,248.0,64.11,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r128.log
gpt-5.4,135,240,240,48.61,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r135.log
gpt-5.1,126,542,476.0,67.416,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r126.log
gpt-5.4,133,240,240,51.614,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r133.log
gpt-4.1,125,482,540.0,72.861,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r125.log
gpt-5.1,135,484,472.0,49.598,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r135.log
gpt-4o-mini,110,366,428.0,95.712,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r110.log
gpt-4.1,131,646,572.0,55.945,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r131.log
gpt-4o-mini,122,418,420.0,84.469,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r122.log
gpt-4o-mini,130,240,240,61.315,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r130.log
gpt-5.1,132,240,240,56.169,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r132.log
gpt-5.4,131,240,240,57.168,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r131.log
gpt-5.1,128,670,572.0,67.398,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r128.log
gpt-4.1,134,616,552.0,55.255,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r134.log
gpt-5.4,134,408,384.0,54.491,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r134.log
gpt-5.4,136,240,240,51.476,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r136.log
gpt-4o-mini,129,410,428.0,68.434,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r129.log
gpt-4.1,141,538,556.0,44.025,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r141.log
gpt-5.1,134,240,240,58.138,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r134.log
gpt-4o-mini,132,260,264.0,61.299,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r132.log
gpt-4.1,136,596,552.0,55.616,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r136.log
gpt-5.1,139,464,472.0,48.876,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r139.log
gpt-5.1,130,600,576.0,66.237,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r130.log
gpt-5.4,138,240,240,51.089,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r138.log
gpt-4.1,135,660,576.0,58.499,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r135.log
gpt-5.4,141,240,240,47.128,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r141.log
gpt-5.1,136,572,576.0,57.073,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r136.log
gpt-5.4,137,240,240,55.348,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r137.log
gpt-4.1,147,508,544.0,39.112,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r147.log
gpt-5.4,140,240,240,49.154,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r140.log
gpt-4o-mini,131,486,468.0,67.067,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r131.log
gpt-5.4,139,240,240,51.45,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r139.log
gpt-4o-mini,114,442,476.0,104.781,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r114.log
gpt-4.1,146,430,476.0,42.683,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r146.log
gpt-4o-mini,137,236,248.0,59.097,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r137.log
gpt-4.1,144,526,572.0,47.687,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r144.log
gpt-4.1,132,424,456.0,67.245,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r132.log
gpt-5.1,133,490,572.0,65.475,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r133.log
gpt-4o-mini,121,232,232,98.561,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r121.log
gpt-5.4,142,608,576.0,50.02,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r142.log
gpt-4.1,149,532,552.0,39.803,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r149.log
gpt-4.1,133,524,536.0,67.15,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r133.log
gpt-4.1,143,454,460.0,50.9,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r143.log
gpt-4o-mini,136,240,240,64.053,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r136.log
gpt-5.4,147,240,240,43.215,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r147.log
gpt-5.4,143,576,576.0,50.633,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r143.log
gpt-4o-mini,133,488,448.0,68.628,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r133.log
gpt-5.4,144,240,240,50.447,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r144.log
gpt-5.1,137,516,472.0,62.696,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r137.log
gpt-5.1,141,240,240,54.763,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r141.log
gpt-4.1,150,324,376.0,40.52,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r150.log
gpt-5.4,145,668,576.0,48.291,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r145.log
gpt-4.1,142,600,576.0,54.268,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r142.log
gpt-4.1,140,444,456.0,57.98,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r140.log
gpt-5.4,146,572,576.0,47.14,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r146.log
gpt-5.1,131,356,368.0,73.986,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r131.log
gpt-4.1,137,600,576.0,65.693,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r137.log
gpt-4o-mini,141,234,252.0,57.805,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r141.log
